location,size,total_sqft,bath,price,bhk,price_per_sqft
Electronic City,2 BHK,2.0,2.0,35.0,2,1750000.0
Doctors Layout,3 BHK,2.0,2.0,46.8,3,2340000.0
Electronic City,2 BHK,2.0,2.0,48.0,2,2400000.0
Electronic City Phase II,2 BHK,2.0,2.0,32.49,2,1624500.0
Bommasandra Industrial Area,2 BHK,2.0,2.0,32.49,2,1624500.0
Kasavanhalli,2 BHK,2.0,2.0,85.0,2,4250000.0
Hosa Road,2 BHK,2.0,2.0,77.61,2,3880500.0
Haralur Road,3 BHK,2.0,3.0,85.0,3,4250000.0
Electronic City Phase II,2 BHK,2.0,2.0,34.65,2,1732500.0
Bannerghatta Road,4 BHK,2.0,3.0,120.0,4,6000000.0
Bagalur,4 BHK,2.0,4.0,135.0,4,6750000.0
Banashankari,2 BHK,2.0,2.0,35.84,2,1792000.0000000002
Vittasandra,2 BHK,2.0,2.0,67.0,2,3350000.0
Bannerghatta Road,2 BHK,2.0,2.0,45.0,2,2250000.0
Ganga Nagar,2 BHK,2.0,2.0,65.0,2,3250000.0
Doddaballapur,3 Bedroom,2.0,3.0,250.0,3,12500000.0
7th Phase JP Nagar,2 BHK,2.0,2.0,85.0,2,4250000.0
Koramangala,3 BHK,2.0,4.0,210.0,3,10500000.0
Rajaji Nagar,4 BHK,2.0,5.0,259.0,4,12950000.0
Karuna Nagar,3 BHK,2.0,2.0,98.0,3,4900000.0
Maruthi Nagar,10 Bedroom,2.0,9.0,450.0,10,22500000.0
Brookefield,2 BHK,2.0,2.0,94.0,2,4700000.0
Sarjapur,4 Bedroom,2.0,3.0,130.0,4,6500000.0
Cooke Town,3 BHK,2.0,4.0,310.0,3,15500000.0
Lakshminarayana Pura,2 BHK,2.0,2.0,75.0,2,3750000.0
5th Block Jayanagar,3 Bedroom,2.0,2.0,75.0,3,3750000.0
Kaggadasapura,3 BHK,2.0,3.0,60.0,3,3000000.0
Varthur,2 BHK,2.0,2.0,57.35,2,2867500.0
Dodda Nekkundi,2 BHK,2.0,2.0,50.0,2,2500000.0
Marathahalli,2 BHK,2.0,2.0,73.0,2,3650000.0
Electronic City Phase II,2 BHK,2.0,2.0,52.2,2,2610000.0
Raja Rajeshwari Nagar,3 BHK,2.0,2.0,67.0,3,3350000.0
Rayasandra,1 BHK,2.0,1.0,21.0,1,1050000.0
2nd Phase JP Nagar,2 BHK,2.0,2.0,78.0,2,3900000.0
Sarjapur,2 BHK,2.0,2.0,29.0,2,1450000.0
KSRTC Layout,3 BHK,2.0,2.0,50.0,3,2500000.0
Whitefield,2 BHK,2.0,2.0,58.0,2,2900000.0
8th Phase JP Nagar,3 BHK,2.0,2.0,48.95,3,2447500.0
Budigere,1 BHK,2.0,1.0,34.0,1,1700000.0
Electronic City,3 BHK,2.0,2.0,42.0,3,2100000.0
Babusapalaya,2 Bedroom,2.0,2.0,105.0,2,5250000.0
Bommasandra Industrial Area,3 BHK,2.0,2.0,35.2,3,1760000.0000000002
Bharathi Nagar,2 BHK,2.0,2.0,69.0,2,3450000.0
BSM Extension,2 BHK,2.0,2.0,45.0,2,2250000.0
Ambedkar Colony,3 BHK,2.0,2.0,200.0,3,10000000.0
Malleshwaram,2 BHK,2.0,2.0,72.0,2,3600000.0
Banashankari 6th Stage,2 BHK,2.0,2.0,80.0,2,4000000.0
Rajiv Nagar,4 BHK,2.0,5.0,175.0,4,8750000.0
Munnekollal,3 BHK,2.0,3.0,95.0,3,4750000.0
Dodsworth Layout,3 Bedroom,2.0,3.0,410.0,3,20500000.0
Sarjapur  Road,3 BHK,2.0,3.0,135.0,3,6750000.0
Sarjapur  Road,4 BHK,2.0,4.0,290.0,4,14500000.0
Whitefield,3 Bedroom,2.0,3.0,290.0,3,14500000.0
Jnana Ganga Nagar,3 Bedroom,2.0,2.0,95.0,3,4750000.0
9th Phase JP Nagar,7 Bedroom,2.0,7.0,140.0,7,7000000.0
Shetty Halli,5 Bedroom,2.0,5.0,550.0,5,27500000.0
Hennur Road,4 Bedroom,2.0,5.0,500.0,4,25000000.0
Uttarahalli,3 BHK,2.0,2.0,46.55,3,2327500.0
Hosur Road,4 Bedroom,2.0,4.0,130.0,4,6500000.0
Electronic City Phase II,2 BHK,2.0,2.0,55.0,2,2750000.0
Konena Agrahara,2 BHK,2.0,2.0,50.0,2,2500000.0
Gunjur Palya,3 BHK,2.0,3.0,45.0,3,2250000.0
Vignana Nagar,2 BHK,2.0,2.0,35.0,2,1750000.0
Rajaji Nagar,2 Bedroom,2.0,1.0,250.0,2,12500000.0
Uttarahalli,3 BHK,2.0,2.0,50.0,3,2500000.0
Hebbal,4 BHK,2630.0,5.0,188.0,4,7148.28897338403
Jeevan bima nagar,2 BHK,2.0,2.0,48.0,2,2400000.0
Hebbal,4 BHK,2.0,5.0,198.0,4,9900000.0
Indira Nagar,4 BHK,2.0,4.0,365.0,4,18250000.0
Seegehalli,3 BHK,2.0,3.0,80.0,3,4000000.0
Yelahanka,2 BHK,2.0,2.0,54.0,2,2700000.0
Hennur Road,3 BHK,2.0,2.0,110.0,3,5500000.0
Sarjapur  Road,3 Bedroom,2.0,3.0,331.0,3,16550000.0
Kaggalipura,3 BHK,2.0,2.0,57.5,3,2875000.0
Kaggadasapura,3 BHK,2.0,3.0,70.0,3,3500000.0
Munivenkatppa Layout,4 BHK,2.0,3.0,225.0,4,11250000.0
Kadugodi,3 BHK,2.0,4.0,125.0,3,6250000.0
Kasavanhalli,2 BHK,2.0,2.0,55.0,2,2750000.0
Chandapura,2 BHK,2.0,1.0,18.5,2,925000.0
Banashankari,4 Bedroom,2.0,4.0,140.0,4,7000000.0
Hormavu,3 Bedroom,2.0,3.0,177.0,3,8850000.0
2nd Stage Nagarbhavi,5 Bedroom,2.0,4.0,240.0,5,12000000.0
Koramangala,4 Bedroom,2.0,2.0,280.0,4,14000000.0
7th Phase JP Nagar,3 BHK,2.0,3.0,130.0,3,6500000.0
Sadanand Nagar,3 BHK,2.0,4.0,500.0,3,25000000.0
Sarjapur  Road,3 BHK,2.0,3.0,93.5,3,4675000.0
Brindavan Layout,4 Bedroom,2.0,2.0,150.0,4,7500000.0
Thanisandra,3 BHK,2.0,3.0,105.0,3,5250000.0
Hennur Road,3 BHK,2.0,3.0,100.0,3,5000000.0
Bethel Nagar,3 Bedroom,2.0,3.0,95.0,3,4750000.0
Koramangala,3 BHK,2.0,4.0,245.0,3,12250000.0
Hebbal,3 BHK,2.0,3.0,390.0,3,19500000.0
Banashankari,3 BHK,2.0,3.0,115.0,3,5750000.0
Dasanapura,2 BHK,2.0,2.0,22.34,2,1117000.0
Banaswadi,2 BHK,2.0,2.0,73.0,2,3650000.0
"Judicial Layout, Kanakapura Road, ",3 BHK,2.0,3.0,53.0,3,2650000.0
Akshaya Nagar,1 Bedroom,2.0,1.0,200.0,1,10000000.0
Whitefield,2 BHK,2.0,2.0,56.0,2,2800000.0
Chandapura,2 BHK,2.0,2.0,27.68,2,1384000.0
Haralur Road,3 BHK,2.0,3.0,95.0,3,4750000.0
Hennur Road,3 BHK,2.0,3.0,88.6,3,4430000.0
Sarjapur  Road,3 BHK,2.0,4.0,110.0,3,5500000.0
Sarjapur  Road,4 Bedroom,2.0,5.0,578.0,4,28900000.0
Old Madras Road,3 BHK,2.0,5.0,180.0,3,9000000.0
Hoodi,1 BHK,863.0,1.0,40.55,1,4698.725376593278
Chambenahalli,2 BHK,2.0,2.0,50.0,2,2500000.0
B Narayanapura,2 BHK,2.0,2.0,50.0,2,2500000.0
Kodichikkanahalli,2 BHK,2.0,2.0,34.0,2,1700000.0
Sarjapur,2 BHK,2.0,2.0,32.0,2,1600000.0
P&T Layout,2 BHK,2.0,2.0,45.9,2,2295000.0
Gollarapalya Hosahalli,4 BHK,2.0,3.0,86.0,4,4300000.0
8th Block Jayanagar,6 Bedroom,2.0,6.0,300.0,6,15000000.0
Uttarahalli,2 BHK,2.0,2.0,47.0,2,2350000.0
9th Phase JP Nagar,6 Bedroom,2.0,6.0,75.0,6,3750000.0
Chikkabanavar,4 Bedroom,2.0,4.0,105.0,4,5250000.0
Bannerghatta Road,3 BHK,2.0,3.0,85.0,3,4250000.0
Dodda Banaswadi,2 BHK,2.0,2.0,36.0,2,1800000.0
Brookefield,3 BHK,2.0,2.0,75.0,3,3750000.0
7th Phase JP Nagar,3 BHK,2.0,3.0,77.0,3,3850000.0
Koramangala,3 BHK,2.0,3.0,98.0,3,4900000.0
Bagalakunte,5 Bedroom,2.0,3.0,95.0,5,4750000.0
Uttarahalli,3 BHK,2.0,2.0,55.25,3,2762500.0
Iblur Village,5 BHK,2.0,5.0,420.0,5,21000000.0
Sahakara Nagar,2 BHK,2.0,2.0,72.0,2,3600000.0
Shanti Nagar,2 BHK,2.0,2.0,75.0,2,3750000.0
Old Airport Road,4 BHK,2.0,4.0,197.0,4,9850000.0
Ardendale,3 BHK,2.0,3.0,95.0,3,4750000.0
Mysore Road,2 BHK,2.0,2.0,70.5,2,3525000.0
Ambalipura,3 BHK,2.0,2.0,112.0,3,5600000.0
Varanasi,2 BHK,2.0,2.0,62.0,2,3100000.0
Vishwapriya Layout,5 Bedroom,2.0,5.0,130.0,5,6500000.0
Bellandur,3 BHK,2.0,3.0,128.0,3,6400000.0
Bannerghatta,2 BHK,2.0,2.0,70.0,2,3500000.0
9th Phase JP Nagar,3 BHK,2.0,2.0,58.0,3,2900000.0
Judicial Layout,4 Bedroom,2.0,4.0,350.0,4,17500000.0
Sahakara Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
cooketown,3 BHK,2.0,3.0,190.0,3,9500000.0
Jakkur,4 BHK,2.0,4.0,559.0,4,27950000.0
2nd Stage Nagarbhavi,5 Bedroom,2.0,5.0,290.0,5,14500000.0
Whitefield,4 BHK,2.0,5.0,234.0,4,11700000.0
Begur Road,5 Bedroom,2.0,5.0,165.0,5,8250000.0
Panathur,2 BHK,2.0,2.0,97.0,2,4850000.0
Margondanahalli,2 Bedroom,2.0,1.0,66.0,2,3300000.0
Rajarajeshwarinagar,4 Bedroom,2.0,5.0,325.0,4,16250000.0
Nagavara,2 BHK,2.0,2.0,44.95,2,2247500.0
 Devarachikkanahalli,2 BHK,2.0,2.0,47.0,2,2350000.0
Babusapalaya,2 BHK,2.0,2.0,33.84,2,1692000.0000000002
Malleshwaram,1 BHK,2.0,1.0,86.8,1,4340000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,52.0,3,2600000.0
Yelahanka,2 BHK,2.0,2.0,57.0,2,2850000.0
Peenya,2 BHK,2.0,2.0,50.0,2,2500000.0
AMS Layout,4 Bedroom,2.0,4.0,110.0,4,5500000.0
Kodigehalli,4 Bedroom,2.0,4.0,249.0,4,12450000.0
Iblur Village,4 BHK,2.0,5.0,297.0,4,14850000.0
Kathriguppe IV Phase,3 BHK,2.0,3.0,131.0,3,6550000.0
Kodipalya,5 BHK,2.0,6.0,72.0,5,3600000.0
Ramchandrapuram,4 Bedroom,2.0,4.0,60.0,4,3000000.0
Amruthahalli,2 BHK,2.0,2.0,65.0,2,3250000.0
Pampa Extension,4 Bedroom,2.0,4.0,250.0,4,12500000.0
Jakkur,2 BHK,2.0,2.0,80.0,2,4000000.0
Uttarahalli,6 Bedroom,2.0,6.0,330.0,6,16500000.0
Electronic City,3 BHK,2.0,2.0,70.0,3,3500000.0
Hennur Road,2 BHK,2.0,2.0,69.18,2,3459000.0000000005
Hosakerehalli,3 BHK,2.0,3.0,310.0,3,15500000.0
Hulimavu,2 BHK,2.0,2.0,38.0,2,1900000.0
HSR Layout,2 BHK,2.0,2.0,72.0,2,3600000.0
Hebbal,3 BHK,2.0,3.0,113.0,3,5650000.0
Horamavu Agara,3 BHK,2.0,2.0,50.0,3,2500000.0
Anekal,2 Bedroom,2.0,1.0,36.0,2,1800000.0
KR Layout,1 BHK,2.0,2.0,41.0,1,2050000.0
Kothanur,3 BHK,2.0,3.0,66.0,3,3300000.0
Jigani,3 BHK,2.0,3.0,70.0,3,3500000.0
Jigani,3 BHK,2.0,3.0,65.0,3,3250000.0
Panathur,2 BHK,2.0,2.0,58.0,2,2900000.0
Uttarahalli,3 BHK,2.0,2.0,55.25,3,2762500.0
Sahakara Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Frazer Town,4 BHK,2.0,4.0,325.0,4,16250000.0
Sector 2 HSR Layout,3 BHK,2.0,2.0,69.0,3,3450000.0
Akshaya Vana,2 BHK,2.0,2.0,52.0,2,2600000.0
Magadi Road,2 BHK,2.0,2.0,50.0,2,2500000.0
Medahalli,5 Bedroom,2.0,5.0,95.0,5,4750000.0
Bannerghatta Road,3 BHK,2.0,2.0,80.0,3,4000000.0
Sarjapur  Road,3 BHK,2.0,4.0,175.0,3,8750000.0
9th Phase JP Nagar,3 BHK,2.0,3.0,90.0,3,4500000.0
Basaveshwara Nagar Yelahanka,3 Bedroom,2.0,4.0,380.0,3,19000000.0
Thanisandra,2 BHK,2.0,2.0,42.67,2,2133500.0
1Hoysalanagar,13 BHK,2.0,13.0,275.0,13,13750000.0
Banashankari,3 BHK,2.0,3.0,125.0,3,6250000.0
Electronics City Phase 1,2 BHK,2.0,2.0,44.0,2,2200000.0
Andrahalli,4 Bedroom,2.0,4.0,135.0,4,6750000.0
Marathahalli,3 BHK,2.0,3.0,71.0,3,3550000.0
Gollahalli,2 BHK,2.0,2.0,48.0,2,2400000.0
Subramanyapura,2 BHK,2.0,2.0,49.0,2,2450000.0
Banjara Layout,4 Bedroom,2.0,5.0,145.0,4,7250000.0
Whitefield,3 BHK,2.0,3.0,75.0,3,3750000.0
PC Palaya,2 Bedroom,2.0,2.0,48.0,2,2400000.0
Vasanthapura,2 BHK,2.0,2.0,34.22,2,1711000.0
Sathya Sai Layout,4 BHK,2.0,4.0,345.0,4,17250000.0
Ambalipura,1 BHK,2.0,1.0,43.82,1,2191000.0
Kaval Byrasandra,2 BHK,2.0,2.0,55.0,2,2750000.0
Electronic City,1 BHK,2.0,1.0,28.0,1,1400000.0
Whitefield,2 BHK,2.0,2.0,45.0,2,2250000.0
Hebbal,2 BHK,2.0,2.0,54.05,2,2702500.0
Chikkabanavar,4 Bedroom,2.0,4.0,130.0,4,6500000.0
Vidyaranyapura,2 BHK,2.0,2.0,50.0,2,2500000.0
Indira Nagar,5 Bedroom,2.0,5.0,700.0,5,35000000.0
Soppahalli,1 BHK,2.0,1.0,25.0,1,1250000.0
Ejipura,2 BHK,2.0,2.0,75.0,2,3750000.0
Attibele,3 Bedroom,2.0,3.0,90.0,3,4500000.0
Rajaji Nagar,3 BHK,2.0,2.0,99.0,3,4950000.0
Electronic City,4 Bedroom,2.0,3.0,190.0,4,9500000.0
Thanisandra,2 BHK,2.0,2.0,43.66,2,2183000.0
Basavangudi,3 BHK,2.0,3.0,130.0,3,6500000.0
Gottigere,2 BHK,2.0,2.0,28.0,2,1400000.0
Yelahanka,2 BHK,2.0,2.0,69.23,2,3461500.0
Kasavanhalli,2 BHK,2.0,2.0,68.0,2,3400000.0
Ambalipura,2 BHK,2.0,2.0,28.93,2,1446500.0
Panathur,2 BHK,2.0,2.0,64.0,2,3200000.0
Akshaya Nagar,2 BHK,2.0,2.0,48.0,2,2400000.0
Whitefield,2 BHK,2.0,2.0,38.0,2,1900000.0
R.T. Nagar,2 BHK,2.0,2.0,72.0,2,3600000.0
Nagavara,3 BHK,2.0,3.0,252.0,3,12600000.0
Aavalahalli,2 BHK,2.0,2.0,41.94,2,2097000.0
Budigere,3 BHK,2.0,3.0,85.2,3,4260000.0
Hennur Bande,6 Bedroom,2.0,6.0,180.0,6,9000000.0
Sector 1 HSR Layout,3 Bedroom,2.0,6.0,775.0,3,38750000.0
KR Puram,4 BHK,2.0,4.0,246.0,4,12300000.0
Kodbisanhalli,3 BHK,2.0,3.0,70.0,3,3500000.0
Kanakpura Road,2 BHK,2.0,2.0,40.0,2,2000000.0
Kattigenahalli,2 Bedroom,2.0,1.0,70.0,2,3500000.0
Old Madras Road,2 BHK,2.0,2.0,40.77,2,2038500.0000000002
Jalahalli,3 BHK,2.0,3.0,118.0,3,5900000.0
Basaveshwara Nagar Yelahanka,3 BHK,2.0,4.0,95.0,3,4750000.0
Jayanti Nagar,2 Bedroom,2.0,3.0,70.0,2,3500000.0
Yelahanka New Town,3 BHK,2.0,3.0,125.0,3,6250000.0
Marathahalli,2 BHK,2.0,2.0,46.7,2,2335000.0
Bellandur,3 BHK,2.0,3.0,115.0,3,5750000.0
Green Glen Layout,4 BHK,2.0,4.0,205.0,4,10250000.0
Sarjapur  Road,2 BHK,2.0,2.0,110.0,2,5500000.0
New Gurappana Palya,3 BHK,2.0,3.0,40.0,3,2000000.0
Virudhu Nagar,2 BHK,2.0,2.0,68.0,2,3400000.0
Doddakannelli,6 Bedroom,2.0,9.0,122.0,6,6100000.0
Sultan Palaya,6 Bedroom,2.0,5.0,160.0,6,8000000.0
kamanahalli main road,3 Bedroom,2.0,3.0,95.0,3,4750000.0
Whitefield,3 BHK,2.0,3.0,145.0,3,7250000.0
Marathahalli,3 BHK,2.0,3.0,85.0,3,4250000.0
Hoodi,3 BHK,2.0,2.0,100.0,3,5000000.0
Hennur Road,2 BHK,2.0,2.0,53.0,2,2650000.0
Begur Road,3 Bedroom,2.0,3.0,50.0,3,2500000.0
HBR Layout,3 Bedroom,2.0,2.0,230.0,3,11500000.0
Chikkabanavar,5 Bedroom,2.0,4.0,97.0,5,4850000.0
Kodbisanhalli,2 BHK,2.0,1.0,60.0,2,3000000.0
Koramangala,2 BHK,2.0,2.0,160.0,2,8000000.0
Whitefield,4 Bedroom,2.0,5.0,265.0,4,13250000.0
Thanisandra,3 BHK,2.0,2.0,65.0,3,3250000.0
7th Phase JP Nagar,3 BHK,2.0,4.0,260.0,3,13000000.0
7th Block Koramangala,6 Bedroom,2.0,5.0,130.0,6,6500000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,57.0,2,2850000.0
Byrasandra,3 BHK,2.0,2.0,50.0,3,2500000.0
Sampangi Rama Nagar,8 Bedroom,2.0,4.0,175.0,8,8750000.0
Jakkur Plantation,3 BHK,2.0,5.0,275.0,3,13750000.0
Kanakpura Road,3 BHK,2.0,2.0,52.97,3,2648500.0
Koramangala,2 BHK,2.0,2.0,103.0,2,5150000.0
Prakash Nagar,2 BHK,2.0,2.0,55.0,2,2750000.0
Sarjapur  Road,3 BHK,2.0,3.0,116.0,3,5800000.0
BTM Layout,3 BHK,2.0,3.0,220.0,3,11000000.0
Haralur Road,4 BHK,2.0,4.0,325.0,4,16250000.0
Sarjapur  Road,3 BHK,2.0,3.0,93.01,3,4650500.0
Bhoganhalli,4 BHK,2.0,4.0,111.0,4,5550000.0
Chikka Tirupathi,3 Bedroom,2.0,3.0,95.0,3,4750000.0
Thyagaraja Nagar,5 Bedroom,2.0,5.0,80.0,5,4000000.0
Akshaya Nagar,3 BHK,2.0,3.0,102.0,3,5100000.0
Banashankari Stage V,3 BHK,2.0,3.0,48.51,3,2425500.0
Cambridge Layout,2 BHK,2.0,2.0,95.0,2,4750000.0
Hormavu,3 BHK,2.0,2.0,65.0,3,3250000.0
Thanisandra,1 BHK,2.0,1.0,27.5,1,1375000.0
Hebbal,3 BHK,2.0,3.0,83.87,3,4193500.0
Bharat Nagar,3 Bedroom,2.0,4.0,180.0,3,9000000.0
8th Phase JP Nagar,2 BHK,2.0,2.0,62.0,2,3100000.0
Banashankari,2 BHK,2.0,2.0,41.13,2,2056500.0000000002
Thanisandra,3 BHK,2.0,4.0,139.0,3,6950000.0
Talaghattapura,3 BHK,2.0,3.0,145.0,3,7250000.0
Thanisandra,3 BHK,2.0,3.0,150.0,3,7500000.0
Garebhavipalya,2 Bedroom,2.0,2.0,75.0,2,3750000.0
Whitefield,2 BHK,2.0,2.0,59.0,2,2950000.0
Kodigehalli,4 BHK,2.0,3.0,85.0,4,4250000.0
Marathahalli,2 BHK,2.0,2.0,49.86,2,2493000.0
Thigalarapalya,3 BHK,2.0,3.0,133.0,3,6650000.0
Channasandra,7 Bedroom,2.0,7.0,299.0,7,14950000.0
Sarjapur  Road,2 BHK,2.0,2.0,56.0,2,2800000.0
Old Madras Road,2 BHK,2.0,2.0,100.0,2,5000000.0
Whitefield,2 BHK,2.0,2.0,67.0,2,3350000.0
Mahadevpura,3 BHK,2.0,3.0,78.0,3,3900000.0
Kogilu,2 BHK,2.0,2.0,55.55,2,2777500.0
Ramchandrapuram,1 Bedroom,2.0,2.0,50.0,1,2500000.0
Sarjapur,2 BHK,2.0,2.0,41.68,2,2084000.0
Janatha Colony,2 BHK,2.0,2.0,57.6,2,2880000.0
Vishwanatha Nagenahalli,3 BHK,2.0,3.0,120.0,3,6000000.0
Devanahalli,2 BHK,2.0,2.0,56.45,2,2822500.0
Gkvk Layout,3 Bedroom,2.0,4.0,180.0,3,9000000.0
Channasandra Layout,5 Bedroom,2.0,6.0,165.0,5,8250000.0
Old Madras Road,5 BHK,5020.0,7.0,287.0,5,5717.131474103586
Hegganahalli,1 Bedroom,2.0,1.0,48.0,1,2400000.0
Dodsworth Layout,2 BHK,2.0,2.0,71.0,2,3550000.0
Banashankari,3 BHK,2.0,2.0,89.0,3,4450000.0
Banashankari Stage II,2 BHK,2.0,2.0,100.0,2,5000000.0
Nagarbhavi,3 BHK,2.0,3.0,60.0,3,3000000.0
RMV Extension,3 BHK,2.0,3.0,62.0,3,3100000.0
Thanisandra,2 BHK,2.0,2.0,66.33,2,3316500.0
Malleshwaram,2 Bedroom,2.0,1.0,68.0,2,3400000.0
Hulimavu,2 BHK,2.0,2.0,76.0,2,3800000.0
Ramagondanahalli,3 BHK,2.0,2.0,76.0,3,3800000.0
"Hoodi Circle, ",2 BHK,2.0,2.0,59.9,2,2995000.0
Electronic City,2 BHK,2.0,2.0,65.45,2,3272500.0
Veersandra,2 BHK,2.0,2.0,55.0,2,2750000.0
ITI Layout,2 BHK,2.0,2.0,90.0,2,4500000.0
Kudlu,2 BHK,2.0,2.0,53.0,2,2650000.0
Kaggadasapura,4 BHK,2.0,4.0,90.0,4,4500000.0
Koramangala,4 Bedroom,2.0,4.0,625.0,4,31250000.0
Nagarbhavi,4 Bedroom,2.0,3.0,77.0,4,3850000.0
Hosur Road,2 BHK,2.0,2.0,65.0,2,3250000.0
Seegehalli,3 Bedroom,2.0,4.0,240.0,3,12000000.0
Begur,3 BHK,2.0,3.0,65.0,3,3250000.0
Rajaji Nagar,3 BHK,2.0,3.0,268.0,3,13400000.0
7th Phase JP Nagar,2 BHK,2.0,2.0,77.44,2,3872000.0
Ramanashree Enclave,2 BHK,2.0,2.0,49.5,2,2475000.0
"Yelahanka,MVIT college",1 Bedroom,2.0,1.0,150.0,1,7500000.0
Banjara Layout,3 Bedroom,2.0,4.0,140.0,3,7000000.0
Bidadi,4 Bedroom,2.0,4.0,225.0,4,11250000.0
Anekal,3 Bedroom,2.0,4.0,95.0,3,4750000.0
Chikku Lakshmaiah Layout,3 BHK,2.0,3.0,280.0,3,14000000.0
Kanakpura Road,3 BHK,2.0,2.0,70.18,3,3509000.0000000005
Electronic City,2 BHK,2.0,2.0,40.0,2,2000000.0
Bannerghatta Road,2 BHK,2.0,2.0,85.0,2,4250000.0
Vidyaranyapura,3 BHK,2.0,2.0,75.0,3,3750000.0
Kengeri,2 BHK,2.0,2.0,40.0,2,2000000.0
Basaveshwara Nagar,4 Bedroom,2.0,4.0,125.0,4,6250000.0
Akshaya Nagar,2 BHK,2.0,2.0,66.0,2,3300000.0
HRBR Layout,2 BHK,2.0,2.0,120.0,2,6000000.0
Gnana Bharathi,9 Bedroom,2.0,8.0,130.0,9,6500000.0
Pillahalli,3 Bedroom,2.0,2.0,92.0,3,4600000.0
Kanakpura Road,2 BHK,2.0,2.0,105.0,2,5250000.0
Anugrah Layout,3 BHK,2.0,3.0,40.0,3,2000000.0
Whitefield,4 Bedroom,2.0,4.0,300.0,4,15000000.0
Kalkere,2 BHK,2.0,2.0,55.0,2,2750000.0
Meenakunte,3 Bedroom,2.0,3.0,250.0,3,12500000.0
Uttarahalli,2 BHK,2.0,2.0,45.0,2,2250000.0
Ramesh Nagar,2 Bedroom,2.0,2.0,160.0,2,8000000.0
Electronics City Phase 1,2 BHK,2.0,2.0,67.0,2,3350000.0
Yeshwanthpur,2 BHK,2.0,2.0,62.0,2,3100000.0
Hiremath Layout,3 BHK,2.0,3.0,95.0,3,4750000.0
Uttarahalli,2 BHK,2.0,2.0,55.0,2,2750000.0
9th Block Jayanagar,6 Bedroom,2.0,5.0,280.0,6,14000000.0
Ashok Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Talaghattapura,2 BHK,2.0,2.0,29.47,2,1473500.0
Marathahalli,2 BHK,2.0,2.0,65.0,2,3250000.0
Kanakpura Road,1 BHK,2.0,1.0,26.01,1,1300500.0
Suddaguntepalya,3 BHK,2.0,2.0,56.0,3,2800000.0
Balagere,1 BHK,2.0,1.0,33.0,1,1650000.0
Upkar Layout,6 Bedroom,2.0,6.0,160.0,6,8000000.0
Kengeri Satellite Town,5 BHK,2.0,5.0,70.0,5,3500000.0
Yelahanka,3 BHK,2.0,3.0,91.0,3,4550000.0
Anjana Nagar,5 Bedroom,2.0,5.0,170.0,5,8500000.0
Kadugodi,3 BHK,2.0,2.0,55.0,3,2750000.0
Marathahalli,2 BHK,2.0,2.0,55.0,2,2750000.0
Garudachar Palya,3 BHK,2.0,2.0,60.8,3,3040000.0
Thanisandra,2 BHK,2.0,2.0,44.0,2,2200000.0
Electronics City Phase 1,2 BHK,2.0,2.0,28.0,2,1400000.0
Gollarahatti,4 Bedroom,2.0,2.0,24.5,4,1225000.0
Uttarahalli,3 BHK,2.0,2.0,46.45,3,2322500.0
Sarjapur  Road,4 BHK,2.0,5.0,275.0,4,13750000.0
Shivaji Nagar,3 BHK,2.0,3.0,170.0,3,8500000.0
Haralur Road,2 BHK,2.0,2.0,46.0,2,2300000.0
Kengeri Satellite Town,4 Bedroom,2.0,2.0,60.84,4,3042000.0
Banashankari Stage III,3 BHK,2.0,2.0,100.0,3,5000000.0
Kodigehalli,3 Bedroom,2.0,4.0,156.0,3,7800000.0
Cox Town,2 BHK,2.0,2.0,72.0,2,3600000.0
Kudlu,2 BHK,2.0,2.0,56.0,2,2800000.0
Sarjapur,4 Bedroom,2.0,4.0,435.0,4,21750000.0
Electronic City,2 BHK,2.0,2.0,30.75,2,1537500.0
Whitefield,2 BHK,2.0,2.0,66.88,2,3344000.0
Jigani,3 BHK,2.0,3.0,59.0,3,2950000.0
Hormavu,2 BHK,2.0,2.0,44.8,2,2240000.0
Kudlu,2 BHK,2.0,2.0,44.0,2,2200000.0
Padmanabhanagar,3 Bedroom,2.0,2.0,75.0,3,3750000.0
Poornapragna Housing Society Layout,3 BHK,2.0,2.0,57.15,3,2857500.0
Mico Layout,2 BHK,2.0,2.0,39.0,2,1950000.0
Kothannur,3 BHK,2.0,2.0,48.6,3,2430000.0
Venkateswara Nagar,1 Bedroom,2.0,1.0,20.0,1,1000000.0
Whitefield,2 BHK,2.0,2.0,77.0,2,3850000.0
Electronic City Phase II,2 BHK,2.0,2.0,33.51,2,1675500.0
Chikkagubbi,4 Bedroom,2.0,4.0,400.0,4,20000000.0
Whitefield,3 BHK,2.0,3.0,139.0,3,6950000.0
Yeshwanthpur,3 BHK,2.0,3.0,100.0,3,5000000.0
Banaswadi,2 BHK,2.0,2.0,52.0,2,2600000.0
Ambedkar Nagar,3 BHK,2.0,4.0,129.0,3,6450000.0
Electronic City,2 BHK,2.0,2.0,32.0,2,1600000.0
Rajaji Nagar,3 BHK,2.0,3.0,124.0,3,6200000.0
Poornapragna Housing Society Layout,3 Bedroom,2.0,3.0,360.0,3,18000000.0
